ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
H00922.CSI,20241217,11017.8549,,,,11057.7607,-39.9058,-0.3609,,
H00922.CSI,20241216,11057.7607,,,,10965.977,91.7837,0.837,,
H00922.CSI,20241213,10965.977,,,,11161.1933,-195.2163,-1.7491,,
H00922.CSI,20241212,11161.1933,,,,11117.6669,43.5264,0.3915,,
H00922.CSI,20241211,11117.6669,,,,11056.9144,60.7525,0.5495,,
H00922.CSI,20241210,11056.9144,,,,11054.7144,2.2,0.0199,,
H00922.CSI,20241209,11054.7144,,,,11036.6292,18.0852,0.1639,,
H00922.CSI,20241206,11036.6292,,,,10887.7204,148.9088,1.3677,,
H00922.CSI,20241205,10887.7204,,,,10905.8734,-18.153,-0.1665,,
H00922.CSI,20241204,10905.8734,,,,10887.8581,18.0153,0.1655,,
H00922.CSI,20241203,10887.8581,,,,10777.916,109.9421,1.0201,,
H00922.CSI,20241202,10777.916,,,,10721.5044,56.4116,0.5262,,
H00922.CSI,20241129,10721.5044,,,,10654.2698,67.2346,0.6311,,
H00922.CSI,20241128,10654.2698,,,,10692.7842,-38.5144,-0.3602,,
H00922.CSI,20241127,10692.7842,,,,10577.9096,114.8746,1.086,,
H00922.CSI,20241126,10577.9096,,,,10573.8924,4.0172,0.038,,
H00922.CSI,20241125,10573.8924,,,,10557.4431,16.4493,0.1558,,
H00922.CSI,20241122,10557.4431,,,,10851.7178,-294.2747,-2.7118,,
H00922.CSI,20241121,10851.7178,,,,10860.8879,-9.1701,-0.0844,,
H00922.CSI,20241120,10860.8879,,,,10828.5762,32.3117,0.2984,,
H00922.CSI,20241119,10828.5762,,,,10819.6143,8.9619,0.0828,,
H00922.CSI,20241118,10819.6143,,,,10644.0134,175.6009,1.6498,,
H00922.CSI,20241115,10644.0134,,,,10676.1496,-32.1362,-0.301,,
H00922.CSI,20241114,10676.1496,,,,10815.7781,-139.6285,-1.291,,
H00922.CSI,20241113,10815.7781,,,,10769.5546,46.2235,0.4292,,
H00922.CSI,20241112,10769.5546,,,,10826.1864,-56.6318,-0.5231,,
H00922.CSI,20241111,10826.1864,,,,10903.0725,-76.8861,-0.7052,,
H00922.CSI,20241108,10903.0725,,,,11053.1797,-150.1072,-1.358,,
H00922.CSI,20241107,11053.1797,,,,10836.6599,216.5198,1.998,,
H00922.CSI,20241106,10836.6599,,,,10876.5016,-39.8417,-0.3663,,
H00922.CSI,20241105,10876.5016,,,,10738.7494,137.7522,1.2828,,
H00922.CSI,20241104,10738.7494,,,,10647.1211,91.6283,0.8606,,
H00922.CSI,20241101,10647.1211,,,,10561.2198,85.9013,0.8134,,
H00922.CSI,20241031,10561.2198,,,,10601.2927,-40.0729,-0.378,,
H00922.CSI,20241030,10601.2927,,,,10693.5252,-92.2325,-0.8625,,
H00922.CSI,20241029,10693.5252,,,,10859.3538,-165.8286,-1.5271,,
H00922.CSI,20241028,10859.3538,,,,10752.5053,106.8485,0.9937,,
H00922.CSI,20241025,10752.5053,,,,10741.6552,10.8501,0.101,,
H00922.CSI,20241024,10741.6552,,,,10793.8526,-52.1974,-0.4836,,
H00922.CSI,20241023,10793.8526,,,,10774.4796,19.373,0.1798,,
H00922.CSI,20241022,10774.4796,,,,10705.1578,69.3218,0.6476,,
H00922.CSI,20241021,10705.1578,,,,10774.7825,-69.6247,-0.6462,,
H00922.CSI,20241018,10774.7825,,,,10681.4515,93.331,0.8738,,
H00922.CSI,20241017,10681.4515,,,,10862.7955,-181.344,-1.6694,,
H00922.CSI,20241016,10862.7955,,,,10715.164,147.6315,1.3778,,
H00922.CSI,20241015,10715.164,,,,10957.8382,-242.6742,-2.2146,,
H00922.CSI,20241014,10957.8382,,,,10677.3664,280.4718,2.6268,,
H00922.CSI,20241011,10677.3664,,,,10868.0393,-190.6729,-1.7544,,
H00922.CSI,20241010,10868.0393,,,,10540.9025,327.1368,3.1035,,
H00922.CSI,20241009,10540.9025,,,,11413.3351,-872.4326,-7.644,,
H00922.CSI,20241008,11413.3351,,,,11305.5441,107.791,0.9534,,
H00922.CSI,20240930,11305.5441,,,,10624.3478,681.1963,6.4117,,
H00922.CSI,20240927,10624.3478,,,,10471.9551,152.3927,1.4552,,
H00922.CSI,20240926,10471.9551,,,,10104.8027,367.1524,3.6334,,
H00922.CSI,20240925,10104.8027,,,,9966.3896,138.4131,1.3888,,
H00922.CSI,20240924,9966.3896,,,,9535.8823,430.5073,4.5146,,
H00922.CSI,20240923,9535.8823,,,,9435.5389,100.3434,1.0635,,
H00922.CSI,20240920,9435.5389,,,,9444.5382,-8.9993,-0.0953,,
H00922.CSI,20240919,9444.5382,,,,9412.2884,32.2498,0.3426,,
H00922.CSI,20240918,9412.2884,,,,9305.4873,106.8011,1.1477,,
H00922.CSI,20240913,9305.4873,,,,9342.698,-37.2107,-0.3983,,
H00922.CSI,20240912,9342.698,,,,9315.2069,27.4911,0.2951,,
H00922.CSI,20240911,9315.2069,,,,9497.0039,-181.797,-1.9143,,
H00922.CSI,20240910,9497.0039,,,,9489.0724,7.9315,0.0836,,
H00922.CSI,20240909,9489.0724,,,,9652.0518,-162.9794,-1.6885,,
H00922.CSI,20240906,9652.0518,,,,9746.08,-94.0282,-0.9648,,
H00922.CSI,20240905,9746.08,,,,9739.7092,6.3708,0.0654,,
H00922.CSI,20240904,9739.7092,,,,9752.3836,-12.6744,-0.13,,
H00922.CSI,20240903,9752.3836,,,,9822.6637,-70.2801,-0.7155,,
H00922.CSI,20240902,9822.6637,,,,9786.6471,36.0166,0.368,,
H00922.CSI,20240830,9786.6471,,,,9752.6378,34.0093,0.3487,,
H00922.CSI,20240829,9752.6378,,,,9896.1035,-143.4657,-1.4497,,
H00922.CSI,20240828,9896.1035,,,,9938.4745,-42.371,-0.4263,,
H00922.CSI,20240827,9938.4745,,,,9940.3624,-1.8879,-0.019,,
H00922.CSI,20240826,9940.3624,,,,9951.5719,-11.2095,-0.1126,,
H00922.CSI,20240823,9951.5719,,,,9941.2209,10.351,0.1041,,
